date,equity
2025-05-02,14845.66335108699
2025-05-05,14794.670864723661
2025-05-06,14644.870386834065
2025-05-07,14714.550361626216
2025-05-08,14887.31998838848
2025-05-09,14875.196634067175
2025-05-12,15589.239529429675
2025-05-13,15754.273670615306
2025-05-14,15827.795168360233
2025-05-15,15857.874672703509
2025-05-16,15914.794867211636
2025-05-19,15976.94586327953
2025-05-20,15960.755711281061
2025-05-21,15830.905376538
2025-05-22,15872.521906569227
2025-05-23,15784.76342136616
2025-05-27,16102.783058991105
2025-05-28,16079.768957899647
2025-05-29,16128.103677160361
2025-05-30,16134.675688805457
2025-06-02,16294.415027832407
2025-06-03,16399.725301612634
2025-06-04,16455.99024938776
2025-06-05,16413.614371347994
2025-06-06,16538.88917506216
2025-06-09,16672.492272481242
2025-06-10,16769.065498552296
2025-06-11,16788.214897327845
2025-06-12,16861.20766539906
2025-06-13,16819.71456339254
2025-06-16,17004.65949969002
2025-06-17,17004.65949969002
2025-06-18,17004.65949969002
2025-06-20,17004.65949969002
2025-06-23,17004.65949969002
2025-06-24,17004.65949969002
2025-06-25,17004.65949969002
2025-06-26,17004.65949969002
2025-06-27,17004.65949969002
2025-06-30,17004.65949969002
2025-07-01,17004.65949969002
2025-07-02,17004.65949969002
2025-07-03,17004.65949969002
2025-07-07,17004.65949969002
2025-07-08,17004.65949969002
2025-07-09,17004.65949969002
2025-07-10,17004.65949969002
2025-07-11,17004.65949969002
2025-07-14,17004.65949969002
2025-07-15,17004.65949969002
2025-07-16,17004.65949969002
2025-07-17,17004.65949969002
2025-07-18,17004.65949969002
2025-07-21,17004.65949969002
